math score,reading score,writing score,average_score,performance_level,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
63,80,80,74.33333333333333,C,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
48,51,46,48.333333333333336,E,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
48,43,45,45.333333333333336,E,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
92,100,100,97.33333333333333,A,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
61,71,78,70.0,C,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
63,48,47,52.666666666666664,D,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
68,68,67,67.66666666666667,C,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
71,75,70,72.0,C,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
91,96,92,93.0,A,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
53,62,56,57.0,D,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
50,66,64,60.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
74,81,71,75.33333333333333,B,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
40,55,53,49.333333333333336,E,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
61,51,52,54.666666666666664,D,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
81,91,89,87.0,A,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
48,56,58,54.0,D,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
53,61,68,60.666666666666664,C,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
81,97,96,91.33333333333333,A,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
77,79,80,78.66666666666667,B,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
63,73,78,71.33333333333333,C,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
73,75,80,76.0,B,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
69,77,77,74.33333333333333,C,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
65,76,76,72.33333333333333,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
55,73,73,67.0,C,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
44,63,62,56.333333333333336,D,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
54,64,65,61.0,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
48,66,65,59.666666666666664,D,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
58,57,54,56.333333333333336,D,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
71,62,50,61.0,C,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
68,68,64,66.66666666666667,C,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
74,76,73,74.33333333333333,C,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
92,100,99,97.0,A,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
56,79,72,69.0,C,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
30,24,15,23.0,E,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
53,54,48,51.666666666666664,D,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
69,77,73,73.0,C,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
65,82,81,76.0,B,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
54,60,63,59.0,D,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
29,29,30,29.333333333333332,E,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
76,78,80,78.0,B,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
60,57,51,56.0,D,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
84,89,90,87.66666666666667,A,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
75,72,62,69.66666666666667,C,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
85,84,82,83.66666666666667,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
40,58,54,50.666666666666664,D,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
61,64,62,62.333333333333336,C,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
58,63,65,62.0,C,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
69,60,63,64.0,C,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
58,59,66,61.0,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
94,90,91,91.66666666666667,A,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
65,77,74,72.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,93,93,89.33333333333333,A,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
60,68,72,66.66666666666667,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
37,45,38,40.0,E,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
88,78,83,83.0,B,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
95,81,84,86.66666666666667,A,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
65,73,68,68.66666666666667,C,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
35,61,54,50.0,D,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
62,63,56,60.333333333333336,C,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
58,51,52,53.666666666666664,D,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
100,96,86,94.0,A,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
61,58,62,60.333333333333336,C,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
100,97,99,98.66666666666667,A,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
69,70,63,67.33333333333333,C,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
61,48,46,51.666666666666664,D,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
49,57,46,50.666666666666664,D,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
44,51,55,50.0,D,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
67,64,70,67.0,C,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
79,60,65,68.0,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
66,74,81,73.66666666666667,C,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
75,88,85,82.66666666666667,B,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
84,84,80,82.66666666666667,B,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
71,74,64,69.66666666666667,C,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
67,80,81,76.0,B,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
80,92,88,86.66666666666667,A,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
86,76,74,78.66666666666667,B,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
76,74,73,74.33333333333333,C,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
41,52,51,48.0,E,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
74,88,90,84.0,B,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
72,81,79,77.33333333333333,B,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
74,79,80,77.66666666666667,B,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
70,65,60,65.0,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
65,81,81,75.66666666666667,B,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
59,70,65,64.66666666666667,C,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
64,62,68,64.66666666666667,C,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50,53,55,52.666666666666664,D,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
69,79,81,76.33333333333333,B,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
51,56,53,53.333333333333336,D,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
68,80,76,74.66666666666667,C,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
85,86,98,89.66666666666667,A,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
65,70,74,69.66666666666667,C,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
73,79,79,77.0,B,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
62,67,67,65.33333333333333,C,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
77,67,64,69.33333333333333,C,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
69,66,61,65.33333333333333,C,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
43,60,58,53.666666666666664,D,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
90,87,85,87.33333333333333,A,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
74,77,73,74.66666666666667,C,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
73,66,63,67.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
55,71,69,65.0,C,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
65,69,67,67.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
80,63,63,68.66666666666667,C,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
50,60,60,56.666666666666664,D,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
63,73,71,69.0,C,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
77,85,87,83.0,B,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
73,74,61,69.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
81,72,77,76.66666666666667,B,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
66,76,68,70.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
52,57,50,53.0,D,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
69,78,76,74.33333333333333,C,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
65,84,84,77.66666666666667,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
69,77,78,74.66666666666667,C,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
50,64,66,60.0,C,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
73,78,76,75.66666666666667,B,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
70,82,76,76.0,B,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
81,75,78,78.0,B,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
63,61,60,61.333333333333336,C,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
67,72,74,71.0,C,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
60,68,60,62.666666666666664,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
62,55,54,57.0,D,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
29,40,44,37.666666666666664,E,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
62,66,68,65.33333333333333,C,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
94,99,100,97.66666666666667,A,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
85,75,68,76.0,B,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
77,78,73,76.0,B,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
53,58,44,51.666666666666664,D,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
93,90,83,88.66666666666667,A,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
49,53,53,51.666666666666664,D,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
73,76,78,75.66666666666667,B,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
66,74,81,73.66666666666667,C,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
77,77,73,75.66666666666667,B,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
49,63,56,56.0,D,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
79,89,86,84.66666666666667,B,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
75,82,90,82.33333333333333,B,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
59,72,70,67.0,C,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
57,78,79,71.33333333333333,C,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
66,66,59,63.666666666666664,C,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
79,81,82,80.66666666666667,B,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
57,67,72,65.33333333333333,C,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
87,84,87,86.0,A,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
63,64,67,64.66666666666667,C,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
59,63,64,62.0,C,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
62,72,65,66.33333333333333,C,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
46,34,36,38.666666666666664,E,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
66,59,52,59.0,D,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
89,87,79,85.0,A,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
42,61,58,53.666666666666664,D,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
93,84,90,89.0,A,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
80,85,85,83.33333333333333,B,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
98,100,99,99.0,A,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
81,81,84,82.0,B,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
60,70,74,68.0,C,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
76,94,87,85.66666666666667,A,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
73,78,72,74.33333333333333,C,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
96,96,99,97.0,A,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
76,76,74,75.33333333333333,B,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
91,73,80,81.33333333333333,B,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
62,72,70,68.0,C,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
55,59,59,57.666666666666664,D,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
74,90,88,84.0,B,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
50,48,42,46.666666666666664,E,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,43,41,43.666666666666664,E,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
81,74,71,75.33333333333333,B,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
65,75,77,72.33333333333333,C,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
68,51,57,58.666666666666664,D,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
73,92,84,83.0,B,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
53,39,37,43.0,E,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
68,77,80,75.0,B,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
55,46,43,48.0,E,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
87,89,94,90.0,A,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
55,47,44,48.666666666666664,E,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
53,58,57,56.0,D,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
67,57,59,61.0,C,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
92,79,84,85.0,A,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
53,66,73,64.0,C,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
81,71,73,75.0,B,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
61,60,55,58.666666666666664,D,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
80,73,72,75.0,B,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
37,57,56,50.0,D,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
81,84,82,82.33333333333333,B,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
59,73,72,68.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
55,55,47,52.333333333333336,D,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
72,79,74,75.0,B,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
69,75,71,71.66666666666667,C,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
69,64,68,67.0,C,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
50,60,59,56.333333333333336,D,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
87,84,86,85.66666666666667,A,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
71,69,68,69.33333333333333,C,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
68,72,65,68.33333333333333,C,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
79,77,75,77.0,B,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
77,90,85,84.0,B,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
58,55,53,55.333333333333336,D,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
84,95,92,90.33333333333333,A,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
55,58,52,55.0,D,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
70,68,72,70.0,C,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
52,59,65,58.666666666666664,D,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
69,77,77,74.33333333333333,C,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
53,72,64,63.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
48,58,54,53.333333333333336,D,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
78,81,86,81.66666666666667,B,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
62,62,63,62.333333333333336,C,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
60,63,59,60.666666666666664,C,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
74,72,72,72.66666666666667,C,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
58,75,77,70.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
76,62,60,66.0,C,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
68,71,75,71.33333333333333,C,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
58,60,57,58.333333333333336,D,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
52,48,49,49.666666666666664,E,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
75,73,74,74.0,C,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
52,67,72,63.666666666666664,C,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
62,78,79,73.0,C,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
66,65,60,63.666666666666664,C,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
49,58,55,54.0,D,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
66,72,70,69.33333333333333,C,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
35,44,43,40.666666666666664,E,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
72,79,82,77.66666666666667,B,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
94,85,82,87.0,A,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
46,56,57,53.0,D,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
77,90,84,83.66666666666667,B,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
76,85,82,81.0,B,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
52,59,62,57.666666666666664,D,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
91,81,79,83.66666666666667,B,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
32,51,44,42.333333333333336,E,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
72,79,77,76.0,B,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
19,38,32,29.666666666666668,E,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
68,65,61,64.66666666666667,C,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
52,65,61,59.333333333333336,D,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
48,62,60,56.666666666666664,D,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
60,66,70,65.33333333333333,C,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
66,74,69,69.66666666666667,C,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
89,84,77,83.33333333333333,B,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
42,52,51,48.333333333333336,E,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
57,68,73,66.0,C,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
70,70,70,70.0,C,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
70,84,81,78.33333333333333,B,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
69,60,54,61.0,C,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
52,55,57,54.666666666666664,D,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
67,73,68,69.33333333333333,C,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
76,80,73,76.33333333333333,B,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
87,94,95,92.0,A,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
82,85,87,84.66666666666667,B,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
73,76,78,75.66666666666667,B,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
75,81,74,76.66666666666667,B,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
64,74,75,71.0,C,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
41,45,40,42.0,E,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
90,75,69,78.0,B,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
59,54,51,54.666666666666664,D,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
51,31,36,39.333333333333336,E,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
45,47,49,47.0,E,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
54,64,67,61.666666666666664,C,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
87,84,76,82.33333333333333,B,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
72,80,83,78.33333333333333,B,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
94,86,87,89.0,A,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
45,59,64,56.0,D,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
61,70,76,69.0,C,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
60,72,68,66.66666666666667,C,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
77,91,88,85.33333333333333,A,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
85,90,92,89.0,A,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
78,90,93,87.0,A,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
49,52,51,50.666666666666664,D,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
71,87,82,80.0,B,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
48,58,52,52.666666666666664,D,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
62,67,58,62.333333333333336,C,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
56,68,70,64.66666666666667,C,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
65,69,76,70.0,C,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
69,86,81,78.66666666666667,B,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
68,54,53,58.333333333333336,D,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
61,60,57,59.333333333333336,D,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
74,86,89,83.0,B,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
64,60,58,60.666666666666664,C,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
77,82,89,82.66666666666667,B,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
58,50,45,51.0,D,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
60,64,74,66.0,C,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
73,64,57,64.66666666666667,C,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
75,82,79,78.66666666666667,B,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
58,57,53,56.0,D,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
66,77,73,72.0,C,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
39,52,46,45.666666666666664,E,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
64,58,51,57.666666666666664,D,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
23,44,36,34.333333333333336,E,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
74,77,76,75.66666666666667,B,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
40,65,64,56.333333333333336,D,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
90,85,84,86.33333333333333,A,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
91,85,85,87.0,A,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
64,54,50,56.0,D,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
